rank,corridor_id,region,road,n_segments,length_km,n_critical,n_serious,school_or_market,dominant_intervention,cost_tier,total_benefit,mean_bcr_index,mean_ksi_reduction_pct,inspect_at
2669,MAH_91,MAH,(unnamed),1,1.2,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,31.0,"21.05485,75.78299"
2670,MAH_93,MAH,(unnamed),1,1.2,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,23.0,"19.13534,77.31939"
2671,THA_1586,THA,(unnamed corridor),1,0.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,96.0,"16.03325,100.65646"
2672,THA_1587,THA,(unnamed corridor),1,0.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,97.0,"16.03336,100.65650"
2673,MAH_435,MAH,Paud Road,1,0.8,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,25.0,"18.51050,73.69118"
2674,MAH_123,MAH,(unnamed),1,1.5,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,25.0,"19.84386,75.91293"
2675,MAH_143,MAH,New Arts College Road,1,0.9,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,21.0,"19.10269,74.73417"
2676,MAH_115,MAH,(unnamed),1,1.6,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,17.0,"20.79787,76.69010"
2677,MAH_116,MAH,(unnamed),1,1.6,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,14.0,"20.79777,76.69014"
2678,THA_1467,THA,(unnamed corridor),1,0.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,92.0,"15.74850,100.08789"
2679,MAH_156,MAH,(unnamed),1,1.0,0,0,,Enforcement + calming (medium cost),2,0.1,0.0,16.0,"19.00489,75.75579"
2680,MAH_615,MAH,Alandi Road,1,0.8,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,16.0,"18.63823,73.87554"
2681,THA_1301,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"12.58825,99.73256"
2682,THA_1311,THA,(unnamed corridor),1,1.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,93.0,"14.27110,99.76919"
2683,THA_1314,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,94.0,"13.97718,99.75209"
2684,THA_1315,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,95.0,"13.97717,99.75199"
2685,THA_1596,THA,(unnamed corridor),1,0.5,1,0,,Enforcement + calming (medium cost),2,0.1,0.0,81.0,"18.79513,100.72731"
2686,THA_1602,THA,(unnamed corridor),1,0.3,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.1,0.0,84.0,"13.81245,100.72884"
2687,MAH_127,MAH,(unnamed),1,0.7,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,52.0,"19.82954,75.90631"
2688,MAH_112,MAH,Soni-Sangli Road,1,1.5,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,12.0,"16.86234,74.57168"
2689,MAH_11,MAH,(unnamed),1,1.4,0,0,,Re-set limit / signs (low cost),1,0.1,0.0,61.0,"18.26528,75.45723"
2690,MAH_59,MAH,(unnamed),1,1.0,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"18.18586,76.03494"
2691,MAH_621,MAH,Sant Dyaneshwar Marg,1,0.8,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"18.61637,73.87362"
2692,THA_256,THA,Highway 1107,1,0.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,94.0,"17.23675,99.02535"
2693,MAH_166,MAH,Gondia - Balaghat Road,2,2.4,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"21.46154,80.19700"
2694,MAH_165,MAH,(unnamed),1,0.9,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"19.25927,76.77192"
2695,THA_1303,THA,(unnamed corridor),1,0.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,96.0,"7.21378,99.72265"
2696,THA_1302,THA,(unnamed corridor),1,0.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,96.0,"7.21382,99.72253"
2697,MAH_128,MAH,(unnamed),1,2.9,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"19.90255,77.55808"
2698,THA_1463,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,95.0,"19.65788,100.09213"
2699,THA_1462,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,95.0,"19.65784,100.09198"
2700,THA_1461,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,95.0,"19.65517,100.09115"
2701,THA_1460,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,94.0,"19.65520,100.09105"
2702,THA_1732,THA,(unnamed corridor),1,0.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,91.0,"16.36509,102.12678"
2703,MAH_14,MAH,Nandani Road,1,1.2,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"16.77349,74.55521"
2704,MAH_125,MAH,(unnamed),1,2.9,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"19.90250,77.55811"
2705,MAH_121,MAH,Nanded - Bidar Road,1,1.3,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"18.39175,77.11548"
2706,THA_1147,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,95.0,"16.11935,99.32913"
2707,THA_1175,THA,(unnamed corridor),1,0.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,91.0,"18.19249,99.40288"
2708,THA_460,THA,(unnamed corridor),1,0.4,1,0,,Enforcement + calming (medium cost),2,0.0,0.0,82.0,"20.17437,99.87644"
2709,MAH_95,MAH,Madhavnagar Road,1,1.0,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"16.87009,74.57606"
2710,THA_1422,THA,(unnamed corridor),1,1.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,89.0,"18.75039,99.97628"
2711,THA_1503,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,96.0,"18.46202,100.18282"
2712,THA_1501,THA,(unnamed corridor),1,0.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,92.0,"19.68697,100.19148"
2713,MAH_274,MAH,Pune Nashik Road,1,1.9,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"19.57538,74.20679"
2714,THA_1162,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,97.0,"18.27968,99.38244"
2715,THA_426,THA,(unnamed corridor),1,0.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,95.0,"7.38718,99.66769"
2716,THA_2017,THA,(unnamed corridor),1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,96.0,"16.31723,104.91808"
2717,THA_2016,THA,(unnamed corridor),1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,94.0,"16.31709,104.91796"
2718,THA_1577,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,95.0,"16.02004,100.53904"
2719,THA_1576,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,96.0,"16.02019,100.53904"
2720,THA_1574,THA,(unnamed corridor),1,0.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,81.0,"13.73401,100.49064"
2721,THA_1812,THA,(unnamed corridor),1,1.1,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,81.0,"16.33661,103.08764"
2722,THA_1409,THA,(unnamed corridor),1,0.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,93.0,"12.56822,99.90052"
2723,THA_1408,THA,(unnamed corridor),1,0.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,92.0,"12.56833,99.90051"
2724,THA_1189,THA,(unnamed corridor),1,0.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,93.0,"13.69241,99.45071"
2725,THA_2003,THA,(unnamed corridor),1,1.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,95.0,"15.39578,104.54865"
2726,MAH_43,MAH,(unnamed),1,0.6,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"18.38498,77.11969"
2727,THA_1188,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,92.0,"13.69026,99.45040"
2728,THA_1187,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,92.0,"13.69028,99.45028"
2729,MAH_30,MAH,(unnamed),1,2.2,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"19.85743,75.88331"
2730,MAH_299,MAH,Satara-Bangalore Highway,2,3.0,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"17.68699,74.01626"
2731,MAH_290,MAH,(unnamed),1,1.3,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"20.95718,77.77895"
2732,MAH_29,MAH,(unnamed),1,0.6,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"18.38501,77.11978"
2733,MAH_79,MAH,(unnamed),1,1.1,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"17.61681,75.93894"
2734,THA_1199,THA,(unnamed corridor),1,0.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,96.0,"11.08416,99.46503"
2735,THA_1190,THA,(unnamed corridor),1,0.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,92.0,"13.69237,99.45087"
2736,THA_421,THA,(unnamed corridor),1,0.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,97.0,"7.45212,99.63427"
2737,MAH_9,MAH,State Highway 14,1,0.9,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"21.23996,75.29335"
2738,MAH_88,MAH,(unnamed),1,1.7,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"20.55268,74.51823"
2739,MAH_455,MAH,(unnamed),1,0.7,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"21.14612,79.06880"
2740,THA_1174,THA,(unnamed corridor),1,0.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,93.0,"18.19237,99.40282"
2741,THA_1172,THA,(unnamed corridor),1,0.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,76.0,"18.19262,99.40033"
2742,THA_1014,THA,Wang Sai Road,1,0.6,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,82.0,"18.75236,99.98167"
2743,THA_1010,THA,Krabi Road,1,0.4,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,76.0,"8.05754,98.91381"
2744,THA_1689,THA,(unnamed corridor),1,0.9,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,83.0,"6.63437,101.44938"
2745,THA_1795,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,91.0,"15.34976,102.74089"
2746,MAH_256,MAH,Amravati Paratwada Road,1,2.1,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"20.87036,77.73593"
2747,MAH_255,MAH,(unnamed),1,2.1,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"16.69325,74.20140"
2748,MAH_253,MAH,(unnamed),1,2.3,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"19.27767,76.76035"
2749,MAH_82,MAH,(unnamed),1,0.9,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"18.23037,75.68896"
2750,MAH_81,MAH,(unnamed),1,1.4,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"18.73248,76.39358"
2751,MAH_468,MAH,(unnamed),1,1.9,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"18.45729,73.76970"
2752,THA_369,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,94.0,"17.80107,98.95002"
2753,THA_368,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,94.0,"17.80100,98.94990"
2754,MAH_80,MAH,Bhiwandi-Kharbao Road,1,1.1,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,7.0,"19.29581,73.04016"
2755,THA_1645,THA,(unnamed corridor),1,0.4,0,1,,Enforcement + calming (medium cost),2,0.0,0.0,75.0,"17.27491,101.15731"
2756,THA_1637,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,92.0,"13.84455,101.05957"
2757,THA_1636,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,91.0,"13.84454,101.05943"
2758,THA_391,THA,(unnamed corridor),1,0.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,96.0,"9.11041,99.23045"
2759,THA_838,THA,Pala Tha Road,1,0.3,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,78.0,"7.20368,100.59562"
2760,MAH_24,MAH,(unnamed),1,0.7,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"20.06390,78.94541"
2761,THA_1720,THA,(unnamed corridor),1,1.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,94.0,"6.41018,101.88244"
2762,THA_1558,THA,(unnamed corridor),1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,93.0,"18.84976,100.43897"
2763,THA_1141,THA,(unnamed corridor),1,0.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,91.0,"10.58553,99.27948"
2764,THA_1140,THA,(unnamed corridor),1,0.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,91.0,"10.58690,99.27942"
2765,THA_1139,THA,(unnamed corridor),1,0.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,93.0,"10.58844,99.27941"
2766,THA_1134,THA,(unnamed corridor),1,0.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,94.0,"16.66258,99.26248"
2767,THA_1854,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,92.0,"15.71300,103.23135"
2768,THA_1853,THA,(unnamed corridor),1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,94.0,"17.08476,103.24938"
2769,THA_1160,THA,(unnamed corridor),1,0.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,97.0,"18.28187,99.38128"
2770,MAH_329,MAH,(unnamed),1,0.6,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"19.88127,75.31739"
2771,MAH_323,MAH,(unnamed),1,2.4,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"19.87133,74.48381"
2772,MAH_322,MAH,(unnamed),1,0.6,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"19.88126,75.31728"
2773,THA_1718,THA,(unnamed corridor),1,0.4,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,85.0,"16.38000,101.97606"
2774,THA_1222,THA,(unnamed corridor),1,0.8,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,80.0,"15.08433,99.52052"
2775,THA_367,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,94.0,"17.80370,98.94818"
2776,THA_366,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,92.0,"17.80359,98.94805"
2777,MAH_775,MAH,Thane Belapur Road,1,1.8,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"19.07409,73.01866"
2778,THA_1753,THA,(unnamed corridor),1,0.5,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,87.0,"17.77831,102.39475"
2779,MAH_23,MAH,Dhundalwadi Road,1,11.2,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"20.06439,72.96151"
2780,THA_840,THA,Pracha Rat Sai 1 Road,1,1.8,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,87.0,"13.80547,100.52151"
2781,THA_381,THA,(unnamed corridor),1,0.2,1,0,,Enforcement + calming (medium cost),2,0.0,0.0,80.0,"19.81548,99.16656"
2782,THA_1871,THA,(unnamed corridor),1,0.1,1,0,,Enforcement + calming (medium cost),2,0.0,0.0,79.0,"15.84695,103.37315"
2783,THA_1870,THA,(unnamed corridor),1,0.3,1,0,,Enforcement + calming (medium cost),2,0.0,0.0,79.0,"15.84523,103.37260"
2784,MAH_41,MAH,(unnamed),1,0.7,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"19.32270,77.15996"
2785,MAH_404,MAH,(unnamed),1,0.7,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,4.0,"21.18973,79.12551"
2786,THA_721,THA,(unnamed corridor),1,0.4,0,1,,Enforcement + calming (medium cost),2,0.0,0.0,73.0,"14.72405,104.19899"
2787,THA_1128,THA,(unnamed corridor),1,0.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,88.0,"10.49020,99.17619"
2788,THA_1381,THA,(unnamed corridor),1,0.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,88.0,"17.16925,99.86055"
2789,THA_373,THA,(unnamed corridor),1,0.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,97.0,"19.33392,98.95677"
2790,THA_341,THA,(unnamed corridor),1,0.3,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,78.0,"16.69154,98.51835"
2791,THA_337,THA,(unnamed corridor),1,0.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,91.0,"15.30470,98.39497"
2792,THA_336,THA,(unnamed corridor),1,0.3,1,0,,Enforcement + calming (medium cost),2,0.0,0.0,77.0,"15.30209,98.38812"
2793,MAH_510,MAH,Umred Road,1,1.6,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"21.11953,79.12428"
2794,THA_1350,THA,(unnamed corridor),1,0.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,83.0,"13.49253,99.83255"
2795,THA_1480,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,96.0,"20.22172,100.13994"
2796,THA_1472,THA,(unnamed corridor),1,0.1,1,0,,Enforcement + calming (medium cost),2,0.0,0.0,79.0,"17.63953,100.10066"
2797,THA_1471,THA,(unnamed corridor),1,0.1,1,0,,Enforcement + calming (medium cost),2,0.0,0.0,77.0,"17.63958,100.10057"
2798,THA_1069,THA,(unnamed corridor),1,2.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,83.0,"16.30629,98.70705"
2799,THA_520,THA,(unnamed corridor),1,0.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,96.0,"6.85980,100.11514"
2800,THA_1651,THA,(unnamed corridor),1,1.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,93.0,"16.39558,101.25901"
2801,THA_540,THA,(unnamed corridor),1,0.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,78.0,"13.75544,100.42732"
2802,THA_539,THA,(unnamed corridor),1,0.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,77.0,"13.75543,100.42704"
2803,THA_537,THA,(unnamed corridor),1,0.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,86.0,"14.89911,100.39777"
2804,THA_1566,THA,(unnamed corridor),1,0.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,78.0,"13.83977,100.44886"
2805,THA_1872,THA,(unnamed corridor),1,0.1,1,0,,Enforcement + calming (medium cost),2,0.0,0.0,80.0,"15.84693,103.37324"
2806,THA_1251,THA,(unnamed corridor),1,0.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,89.0,"13.62647,99.57531"
2807,MAH_698,MAH,Hinjawadi Phase 1 road,2,1.8,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"18.58811,73.73700"
2808,THA_1372,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,95.0,"12.55893,99.82844"
2809,THA_1371,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,94.0,"12.55900,99.82832"
2810,THA_1370,THA,(unnamed corridor),1,0.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,88.0,"12.55519,99.82727"
2811,THA_1369,THA,(unnamed corridor),1,0.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,86.0,"12.55644,99.82705"
2812,THA_1368,THA,(unnamed corridor),1,0.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,80.0,"12.55511,99.82722"
2813,THA_1318,THA,(unnamed corridor),1,0.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,96.0,"13.94390,99.75419"
2814,THA_1316,THA,(unnamed corridor),1,0.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,95.0,"13.97937,99.75233"
2815,MAH_21,MAH,(unnamed),1,0.7,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"20.06387,78.94538"
2816,MAH_201,MAH,(unnamed),1,4.8,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"19.15854,76.20547"
2817,MAH_765,MAH,Dehu - Alandi Road,1,7.8,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"18.69549,73.79465"
2818,MAH_494,MAH,Kalyan Road,2,1.8,0,0,,Re-set limit / signs (low cost),1,0.0,0.0,0.0,"19.21552,73.09854"
2819,THA_1146,THA,(unnamed corridor),1,0.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,95.0,"16.11938,99.32898"
2820,THA_680,THA,(unnamed corridor),1,0.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,98.0,"15.05765,103.15753"
2821,THA_1909,THA,(unnamed corridor),1,0.2,0,1,,Physical protection: footways/crossings/separation (high cost),4,0.0,0.0,86.0,"15.32329,103.84258"
